2025-06-17 17:46:36,391 - sparsemodesnet.advecting_pulse - INFO - Starting advecting_pulse experiment
2025-06-17 17:46:36,391 - sparsemodesnet.advecting_pulse - INFO - Log file: /Users/tkoike3/Dev/Research/sparsemodesnet/experiments/logs/advecting_pulse_20250617_174636.log
2025-06-17 17:46:36,392 - sparsemodesnet.advecting_pulse - INFO - Experiment: Advecting Pulse
2025-06-17 17:46:36,392 - sparsemodesnet.advecting_pulse - INFO - Data shape: (1024, 1000)
2025-06-17 17:46:36,393 - sparsemodesnet.advecting_pulse - INFO - POD dimension: 200
2025-06-17 17:46:36,393 - sparsemodesnet.advecting_pulse - INFO - Hidden units: [200, 5000, 200]
2025-06-17 17:46:36,393 - sparsemodesnet.advecting_pulse - INFO - Regularization method: dense2sparse
2025-06-17 17:46:36,394 - sparsemodesnet.advecting_pulse - INFO - Device: mps
2025-06-17 17:46:36,394 - sparsemodesnet.advecting_pulse - INFO - Training parameters: M=2.0, lr=0.001, batch_size=256
2025-06-17 17:46:36,395 - sparsemodesnet.advecting_pulse - INFO - Optimizer: Adam, knee_method: dfdt
2025-06-17 17:46:36,396 - sparsemodesnet.advecting_pulse - INFO - NN type: PiNetNCP with polynomial order of 2, and 1 number of polynomial blocks
2025-06-17 17:46:36,396 - sparsemodesnet.advecting_pulse - INFO - ==================================================

=== SparseModesNet (λ-path=dense2sparse) on Advecting Pulse: d=1024, n=1000, s=200 ===

=== Dense-To-Sparse (default) λ-Path ===

-- Path iteration 1, λ = 1.000e-03   (r(λ) prev = 200)
  λ=1.000e-03 | Epoch   1 | lr=1.0000e-03 | Recon MSE=5.965707e-05 | ‖ω‖₁=1.995907e+02
  λ=1.541e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=5.987983e-02 | ‖ω‖₁=4.430218e+00
  λ=1.541e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=5.657089e-02 | ‖ω‖₁=4.098512e+00
  λ=1.541e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=5.297887e-02 | ‖ω‖₁=3.800662e+00
  λ=1.541e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=5.315952e-02 | ‖ω‖₁=3.525358e+00
  λ=1.541e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=5.167376e-02 | ‖ω‖₁=3.271817e+00
  → at λ=1.541e-02:  r(λ)=200,  rel_err=4.275213e-02

-- Path iteration 17, λ = 1.849e-02   (r(λ) prev = 200)
  λ=1.849e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.849418e-02 | ‖ω‖₁=1.910130e+02
  λ=1.849e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=6.287556e-01 | ‖ω‖₁=6.113241e+01
  λ=1.849e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=6.876001e-01 | ‖ω‖₁=6.227838e+00
  λ=1.849e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=1.803365e-01 | ‖ω‖₁=5.403715e+00
  λ=1.849e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=1.305213e-01 | ‖ω‖₁=4.845744e+00
  λ=1.849e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=1.143153e-01 | ‖ω‖₁=4.395450e+00
  λ=1.849e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=1.003076e-01 | ‖ω‖₁=4.009548e+00
  λ=1.849e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=9.629018e-02 | ‖ω‖₁=3.663321e+00
  λ=1.849e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=9.050906e-02 | ‖ω‖₁=3.349666e+00
  λ=1.849e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=9.508697e-02 | ‖ω‖₁=3.058357e+00
  λ=1.849e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=9.254441e-02 | ‖ω‖₁=2.789129e+00
  → at λ=1.849e-02:  r(λ)=200,  rel_err=5.720894e-02

-- Path iteration 18, λ = 2.219e-02   (r(λ) prev = 200)
  λ=2.219e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=4.197974e-02 | ‖ω‖₁=1.891771e+02
  λ=2.219e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=8.590305e-01 | ‖ω‖₁=3.271537e+01
  λ=2.219e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=5.514207e-01 | ‖ω‖₁=5.861893e+00
  λ=2.219e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.145259e-01 | ‖ω‖₁=5.065444e+00
  λ=2.219e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=1.500448e-01 | ‖ω‖₁=4.495556e+00
  λ=2.219e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=1.305831e-01 | ‖ω‖₁=4.021598e+00
  λ=2.219e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=1.149828e-01 | ‖ω‖₁=3.613094e+00
  λ=2.219e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=1.128938e-01 | ‖ω‖₁=3.243877e+00
  λ=2.219e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=1.057909e-01 | ‖ω‖₁=2.909880e+00
  λ=2.219e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=1.140799e-01 | ‖ω‖₁=2.597771e+00
  λ=2.219e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=1.123539e-01 | ‖ω‖₁=2.309311e+00
  → at λ=2.219e-02:  r(λ)=200,  rel_err=6.306840e-02

-- Path iteration 19, λ = 2.662e-02   (r(λ) prev = 200)
  λ=2.662e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=5.966027e-02 | ‖ω‖₁=1.869952e+02
  λ=2.662e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=3.538875e+00 | ‖ω‖₁=7.391085e+00
  λ=2.662e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=5.076165e-01 | ‖ω‖₁=5.458323e+00
  λ=2.662e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=2.536358e-01 | ‖ω‖₁=4.665506e+00
  λ=2.662e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=1.822050e-01 | ‖ω‖₁=4.072689e+00
  λ=2.662e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=1.600252e-01 | ‖ω‖₁=3.574089e+00
  λ=2.662e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=1.417616e-01 | ‖ω‖₁=3.139326e+00
  λ=2.662e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=1.412076e-01 | ‖ω‖₁=2.744557e+00
  λ=2.662e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=1.324167e-01 | ‖ω‖₁=2.386728e+00
  λ=2.662e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=1.465022e-01 | ‖ω‖₁=2.052306e+00
  λ=2.662e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=1.453918e-01 | ‖ω‖₁=1.742779e+00
  → at λ=2.662e-02:  r(λ)=200,  rel_err=7.175444e-02

-- Path iteration 20, λ = 3.195e-02   (r(λ) prev = 200)
  λ=3.195e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=8.872212e-02 | ‖ω‖₁=1.843664e+02
  λ=3.195e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=3.360704e+00 | ‖ω‖₁=6.445262e+00
  λ=3.195e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=5.618166e-01 | ‖ω‖₁=5.094434e+00
  λ=3.195e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=3.219895e-01 | ‖ω‖₁=4.292199e+00
  λ=3.195e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.259856e-01 | ‖ω‖₁=3.671125e+00
  λ=3.195e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=1.964661e-01 | ‖ω‖₁=3.141661e+00
  λ=3.195e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=1.726750e-01 | ‖ω‖₁=2.675344e+00
  λ=3.195e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=1.724418e-01 | ‖ω‖₁=2.251976e+00
  λ=3.195e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=1.616758e-01 | ‖ω‖₁=1.867763e+00
  λ=3.195e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=1.842414e-01 | ‖ω‖₁=1.508349e+00
  λ=3.195e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=1.841793e-01 | ‖ω‖₁=1.174515e+00
  → at λ=3.195e-02:  r(λ)=200,  rel_err=8.080014e-02

-- Path iteration 21, λ = 3.834e-02   (r(λ) prev = 200)
  λ=3.834e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=1.291923e-01 | ‖ω‖₁=1.812299e+02
  λ=3.834e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=5.173475e+00 | ‖ω‖₁=5.997265e+00
  λ=3.834e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=6.815318e-01 | ‖ω‖₁=4.697070e+00
  λ=3.834e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=4.091210e-01 | ‖ω‖₁=3.866485e+00
  λ=3.834e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=2.827055e-01 | ‖ω‖₁=3.213746e+00
  λ=3.834e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.447446e-01 | ‖ω‖₁=2.651354e+00
  λ=3.834e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.140113e-01 | ‖ω‖₁=2.157316e+00
  λ=3.834e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.104284e-01 | ‖ω‖₁=1.707465e+00
  λ=3.834e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=1.966609e-01 | ‖ω‖₁=1.296085e+00
  λ=3.834e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.254957e-01 | ‖ω‖₁=9.087017e-01
  λ=3.834e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.215994e-01 | ‖ω‖₁=5.943006e-01
  → at λ=3.834e-02:  r(λ)=115,  rel_err=8.852369e-02

-- Path iteration 22, λ = 4.601e-02   (r(λ) prev = 115)
  λ=4.601e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=1.883989e-01 | ‖ω‖₁=1.774323e+02
  λ=4.601e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=3.926850e+00 | ‖ω‖₁=5.683111e+00
  λ=4.601e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=8.072759e-01 | ‖ω‖₁=4.349946e+00
  λ=4.601e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=4.950875e-01 | ‖ω‖₁=3.467159e+00
  λ=4.601e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=3.365953e-01 | ‖ω‖₁=2.763900e+00
  λ=4.601e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.868350e-01 | ‖ω‖₁=2.156223e+00
  λ=4.601e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.456726e-01 | ‖ω‖₁=1.621430e+00
  λ=4.601e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.407776e-01 | ‖ω‖₁=1.132948e+00
  λ=4.601e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.277243e-01 | ‖ω‖₁=6.937205e-01
  λ=4.601e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.834994e-01 | ‖ω‖₁=4.862296e-01
  λ=4.601e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.755796e-01 | ‖ω‖₁=4.152077e-01
  → at λ=4.601e-02:  r(λ)=42,  rel_err=9.868373e-02

-- Path iteration 23, λ = 5.521e-02   (r(λ) prev = 42)
  λ=5.521e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=2.738693e-01 | ‖ω‖₁=1.729222e+02
  λ=5.521e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=3.340232e+00 | ‖ω‖₁=5.370773e+00
  λ=5.521e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=7.329592e-01 | ‖ω‖₁=3.983018e+00
  λ=5.521e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=4.596359e-01 | ‖ω‖₁=3.032612e+00
  λ=5.521e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=3.219429e-01 | ‖ω‖₁=2.278677e+00
  λ=5.521e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=2.810058e-01 | ‖ω‖₁=1.627689e+00
  λ=5.521e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.397004e-01 | ‖ω‖₁=1.054804e+00
  λ=5.521e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.380431e-01 | ‖ω‖₁=5.855531e-01
  λ=5.521e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.270389e-01 | ‖ω‖₁=4.544344e-01
  λ=5.521e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=3.001420e-01 | ‖ω‖₁=3.737119e-01
  λ=5.521e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.950576e-01 | ‖ω‖₁=3.131868e-01
  → at λ=5.521e-02:  r(λ)=31,  rel_err=1.023427e-01

-- Path iteration 24, λ = 6.625e-02   (r(λ) prev = 31)
  λ=6.625e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=3.994566e-01 | ‖ω‖₁=1.674631e+02
  λ=6.625e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=3.443795e+00 | ‖ω‖₁=4.966090e+00
  λ=6.625e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=8.304118e-01 | ‖ω‖₁=3.530724e+00
  λ=6.625e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=5.334782e-01 | ‖ω‖₁=2.522794e+00
  λ=6.625e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=3.690043e-01 | ‖ω‖₁=1.716077e+00
  λ=6.625e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=3.221066e-01 | ‖ω‖₁=1.014320e+00
  λ=6.625e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.782382e-01 | ‖ω‖₁=5.018564e-01
  λ=6.625e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=2.832310e-01 | ‖ω‖₁=3.917627e-01
  λ=6.625e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.728280e-01 | ‖ω‖₁=3.232585e-01
  λ=6.625e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=4.024088e-01 | ‖ω‖₁=2.647051e-01
  λ=6.625e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=4.449417e-01 | ‖ω‖₁=2.240723e-01
  → at λ=6.625e-02:  r(λ)=25,  rel_err=1.261594e-01

-- Path iteration 25, λ = 7.950e-02   (r(λ) prev = 25)
  λ=7.950e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=5.771692e-01 | ‖ω‖₁=1.609488e+02
  λ=7.950e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=3.797614e+00 | ‖ω‖₁=4.625665e+00
  λ=7.950e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=9.420339e-01 | ‖ω‖₁=3.110828e+00
  λ=7.950e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=5.828206e-01 | ‖ω‖₁=2.031363e+00
  λ=7.950e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=3.931611e-01 | ‖ω‖₁=1.163523e+00
  λ=7.950e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=3.375203e-01 | ‖ω‖₁=5.045808e-01
  λ=7.950e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.905684e-01 | ‖ω‖₁=3.840582e-01
  λ=7.950e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=3.011580e-01 | ‖ω‖₁=3.064540e-01
  λ=7.950e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=2.902499e-01 | ‖ω‖₁=2.572501e-01
  λ=7.950e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=5.329492e-01 | ‖ω‖₁=2.091804e-01
  λ=7.950e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=6.967964e-01 | ‖ω‖₁=1.667263e-01
  → at λ=7.950e-02:  r(λ)=22,  rel_err=1.585033e-01

-- Path iteration 26, λ = 9.540e-02   (r(λ) prev = 22)
  λ=9.540e-02 | Epoch   1 | lr=1.0000e-03 | Recon MSE=8.392417e-01 | ‖ω‖₁=1.531017e+02
  λ=9.540e-02 | Epoch  10 | lr=1.0000e-03 | Recon MSE=3.931086e+00 | ‖ω‖₁=4.266173e+00
  λ=9.540e-02 | Epoch  20 | lr=5.0000e-04 | Recon MSE=9.915382e-01 | ‖ω‖₁=2.644372e+00
  λ=9.540e-02 | Epoch  30 | lr=5.0000e-04 | Recon MSE=5.969038e-01 | ‖ω‖₁=1.485893e+00
  λ=9.540e-02 | Epoch  40 | lr=2.5000e-04 | Recon MSE=3.966282e-01 | ‖ω‖₁=5.717382e-01
  λ=9.540e-02 | Epoch  50 | lr=2.5000e-04 | Recon MSE=3.452196e-01 | ‖ω‖₁=3.659119e-01
  λ=9.540e-02 | Epoch  60 | lr=1.2500e-04 | Recon MSE=2.975719e-01 | ‖ω‖₁=2.840958e-01
  λ=9.540e-02 | Epoch  70 | lr=1.2500e-04 | Recon MSE=3.300893e-01 | ‖ω‖₁=2.301016e-01
  λ=9.540e-02 | Epoch  80 | lr=6.2500e-05 | Recon MSE=3.247897e-01 | ‖ω‖₁=1.930162e-01
  λ=9.540e-02 | Epoch  90 | lr=6.2500e-05 | Recon MSE=9.569136e-01 | ‖ω‖₁=1.495304e-01
  λ=9.540e-02 | Epoch 100 | lr=3.1250e-05 | Recon MSE=1.988941e+00 | ‖ω‖₁=1.139699e-01
  → at λ=9.540e-02:  r(λ)=18,  rel_err=2.724638e-01

-- Path iteration 27, λ = 1.145e-01   (r(λ) prev = 18)
  λ=1.145e-01 | Epoch   1 | lr=1.0000e-03 | Recon MSE=1.219820e+00 | ‖ω‖₁=1.436955e+02
  λ=1.145e-01 | Epoch  10 | lr=1.0000e-03 | Recon MSE=4.883323e+00 | ‖ω‖₁=3.811056e+00
  λ=1.145e-01 | Epoch  20 | lr=5.0000e-04 | Recon MSE=1.243402e+00 | ‖ω‖₁=2.068309e+00
  λ=1.145e-01 | Epoch  30 | lr=5.0000e-04 | Recon MSE=7.515294e-01 | ‖ω‖₁=8.203410e-01
  λ=1.145e-01 | Epoch  40 | lr=2.5000e-04 | Recon MSE=5.037785e-01 | ‖ω‖₁=3.406132e-01
  λ=1.145e-01 | Epoch  50 | lr=2.5000e-04 | Recon MSE=4.522092e-01 | ‖ω‖₁=2.458298e-01
  λ=1.145e-01 | Epoch  60 | lr=1.2500e-04 | Recon MSE=4.025171e-01 | ‖ω‖₁=1.847241e-01
  λ=1.145e-01 | Epoch  70 | lr=1.2500e-04 | Recon MSE=5.145003e-01 | ‖ω‖₁=1.485651e-01
  λ=1.145e-01 | Epoch  80 | lr=6.2500e-05 | Recon MSE=5.684480e-01 | ‖ω‖₁=1.188403e-01
  λ=1.145e-01 | Epoch  90 | lr=6.2500e-05 | Recon MSE=5.821930e+00 | ‖ω‖₁=7.857423e-02
  λ=1.145e-01 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.028481e+01 | ‖ω‖₁=3.386733e-02
  → at λ=1.145e-01:  r(λ)=15,  rel_err=8.701037e-01

-- Path iteration 28, λ = 1.374e-01   (r(λ) prev = 15)
  λ=1.374e-01 | Epoch   1 | lr=1.0000e-03 | Recon MSE=1.762350e+00 | ‖ω‖₁=1.324251e+02
  λ=1.374e-01 | Epoch  10 | lr=1.0000e-03 | Recon MSE=5.339369e+00 | ‖ω‖₁=3.386605e+00
  λ=1.374e-01 | Epoch  20 | lr=5.0000e-04 | Recon MSE=1.253697e+00 | ‖ω‖₁=1.507089e+00
  λ=1.374e-01 | Epoch  30 | lr=5.0000e-04 | Recon MSE=7.315880e-01 | ‖ω‖₁=3.555442e-01
  λ=1.374e-01 | Epoch  40 | lr=2.5000e-04 | Recon MSE=4.810877e-01 | ‖ω‖₁=2.400947e-01
  λ=1.374e-01 | Epoch  50 | lr=2.5000e-04 | Recon MSE=4.413275e-01 | ‖ω‖₁=1.718517e-01
  λ=1.374e-01 | Epoch  60 | lr=1.2500e-04 | Recon MSE=4.026368e-01 | ‖ω‖₁=1.380082e-01
  λ=1.374e-01 | Epoch  70 | lr=1.2500e-04 | Recon MSE=7.654424e-01 | ‖ω‖₁=1.010501e-01
  λ=1.374e-01 | Epoch  80 | lr=6.2500e-05 | Recon MSE=1.175895e+00 | ‖ω‖₁=7.462070e-02
  λ=1.374e-01 | Epoch  90 | lr=6.2500e-05 | Recon MSE=2.521110e+01 | ‖ω‖₁=1.469161e-02
  λ=1.374e-01 | Epoch 100 | lr=3.1250e-05 | Recon MSE=2.809368e+01 | ‖ω‖₁=0.000000e+00
  → at λ=1.374e-01:  r(λ)=0,  rel_err=9.984162e-01
All skip-weights have zeroed out. Stopping path.

Found knees using DFDT method: [19 21 24 26]
[Dense2Sparse] Picked λ=1.145e-01,  r=15, err=8.701037e-01

→ Final training on full data with λ = 1.145e-01 ...
  λ=1.145e-01 | Epoch   1 | lr=1.0000e-03 | Recon MSE=1.214303e+00 | ‖ω‖₁=1.437079e+02
  λ=1.145e-01 | Epoch  10 | lr=1.0000e-03 | Recon MSE=4.977291e+00 | ‖ω‖₁=3.813460e+00
  λ=1.145e-01 | Epoch  20 | lr=5.0000e-04 | Recon MSE=1.278146e+00 | ‖ω‖₁=2.067970e+00
  λ=1.145e-01 | Epoch  30 | lr=5.0000e-04 | Recon MSE=7.728916e-01 | ‖ω‖₁=8.190374e-01
  λ=1.145e-01 | Epoch  40 | lr=2.5000e-04 | Recon MSE=5.226680e-01 | ‖ω‖₁=3.389638e-01
  λ=1.145e-01 | Epoch  50 | lr=2.5000e-04 | Recon MSE=4.695819e-01 | ‖ω‖₁=2.431847e-01
  λ=1.145e-01 | Epoch  60 | lr=1.2500e-04 | Recon MSE=4.243927e-01 | ‖ω‖₁=1.887058e-01
  λ=1.145e-01 | Epoch  70 | lr=1.2500e-04 | Recon MSE=5.234017e-01 | ‖ω‖₁=1.427218e-01
  λ=1.145e-01 | Epoch  80 | lr=6.2500e-05 | Recon MSE=5.530344e-01 | ‖ω‖₁=1.164474e-01
  λ=1.145e-01 | Epoch  90 | lr=6.2500e-05 | Recon MSE=5.341113e+00 | ‖ω‖₁=7.814249e-02
  λ=1.145e-01 | Epoch 100 | lr=3.1250e-05 | Recon MSE=1.911925e+01 | ‖ω‖₁=3.609172e-02

Final skip-weights ω: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0] ...
Selected POD-mode indices (ω_j ≠ 0): [10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23] (count = 14 / 200)
Final relative reconstruction of SparseModesNet: ||X - X_hat||_F / ||X||_F = 8.470585e-01
Final MSE per sample of SparseModesNet: = 4.550391e+00
Relative error using only selected  modes: 7.772185e-01
MSE per sample using only selected  modes: 4.175211e+00
2025-06-17 17:51:30,717 - sparsemodesnet.advecting_pulse - INFO - ==================================================
2025-06-17 17:51:30,717 - sparsemodesnet.advecting_pulse - INFO - Experiment completed successfully!
2025-06-17 17:51:30,717 - sparsemodesnet.advecting_pulse - INFO - Selected 14 modes out of 200
2025-06-17 17:51:30,718 - sparsemodesnet.advecting_pulse - INFO - Final lambda: 1.145e-01
